Name,Class,Joined,Job,TicketCost,Age,Gender,Survived,Department
"STEEL, Mr Robert Edward",Crew,Southampton,Trimmer,0,29,Male,FALSE,Engineering
"STOCKER, Mr Henry Dorey",Crew,Southampton,Trimmer,0,20,Male,FALSE,Engineering
"STREET, Mr Thomas Albert",Crew,Southampton,Fireman,0,25,Male,TRUE,Engineering
"STUBBS, Mr James Henry",Crew,Southampton,Fireman,0,28,Male,FALSE,Engineering
"SULLIVAN, Mr S.",Crew,Southampton,Fireman,0,25,Male,FALSE,Engineering
"TAYLOR, Mr J.",Crew,Southampton,Fireman,0,42,Male,FALSE,Engineering
"TAYLOR, Mr George",Crew,Southampton,Fireman,0,24,Male,TRUE,Engineering
"TAYLOR, Mr John Henry",Crew,Southampton,Fireman,0,49,Male,FALSE,Engineering
"TAYLOR, Mr William Henry",Crew,Southampton,Fireman,0,27,Male,TRUE,Engineering
"THOMAS, Mr Joseph Wakefield",Crew,Southampton,Fireman,0,25,Male,FALSE,Engineering
"THOMPSON, Mr John William",Crew,Southampton,Fireman,0,35,Male,TRUE,Engineering
"THRELFALL, Mr Thomas",Crew,Southampton,Leading Fireman,0,44,Male,TRUE,Engineering
"THRESHER, Mr George Terrill",Crew,Southampton,Fireman,0,25,Male,TRUE,Engineering
"TIZARD, Mr Arthur Leopold",Crew,Southampton,Fireman,0,31,Male,FALSE,Engineering
"TOZER, Mr James",Crew,Southampton,Greaser,0,30,Male,FALSE,Engineering
"TRIGGS, Mr Robert",Crew,Southampton,Fireman,0,40,Male,TRUE,Engineering
"TURLEY, Mr Richard",Crew,Belfast,Fireman,0,36,Male,FALSE,Engineering
"VAN DER BRUGGE, Mr Wessel Adrianus",Crew,Southampton,Fireman,0,38,Male,FALSE,Engineering
"VEAL, Mr Arthur",Crew,Southampton,Greaser,0,36,Male,FALSE,Engineering
"VEAR, Mr Henry",Crew,Southampton,Fireman,0,32,Male,FALSE,Engineering
"VEAR, Mr William",Crew,Southampton,Fireman,0,33,Male,FALSE,Engineering
"WARD, Mr Arthur",Crew,Belfast,Junior Assistant 4th. Engineer,0,24,Male,FALSE,Engineering
"WARD, Mr James William",Crew,Southampton,Leading Fireman,0,31,Male,FALSE,Engineering
"WARDNER, Mr Fred Albert",Crew,Southampton,Fireman,0,39,Male,FALSE,Engineering
"WATERIDGE, Mr Edward Lewis",Crew,Southampton,Fireman,0,25,Male,FALSE,Engineering
"WATSON, Mr W.",Crew,Southampton,Fireman,0,27,Male,FALSE,Engineering
"WATTS, Mr",Crew,Southampton,Trimmer,0,36,Male,FALSE,Engineering
"WEBB, Mr Samuel Francis",Crew,Southampton,Trimmer,0,28,Male,FALSE,Engineering
"WEBBER, Mr Francis Albert",Crew,Southampton,Leading Fireman,0,31,Male,FALSE,Engineering
"WHITE, Mr Albert",Crew,Southampton,Trimmer,0,21,Male,FALSE,Engineering
"WHITE, Mr Alfred",Crew,Southampton,Greaser,0,32,Male,TRUE,Engineering
"WHITE, Mr Frank Leonard",Crew,Southampton,Trimmer,0,28,Male,FALSE,Engineering
"WHITE, Mr William George",Crew,Southampton,Trimmer,0,23,Male,TRUE,Engineering
"WILLIAMS, Mr Samuel Solomon",Crew,Southampton,Fireman,0,26,Male,FALSE,Engineering
"WILSON, Mr Herbert 'Bertie'",Crew,Belfast,Senior Assistant 2nd Engineer,0,28,Male,FALSE,Engineering
"WILTON, Mr William Edward",Crew,Southampton,Trimmer,0,53,Male,FALSE,Engineering
"WITCHER, Mr Albert Ernest",Crew,Southampton,Fireman,0,39,Male,FALSE,Engineering
"WITT, Mr Henry Dennis",Crew,Southampton,Fireman,0,37,Male,FALSE,Engineering
"WOOD, Mr Henry",Crew,Southampton,Trimmer,0,30,Male,FALSE,Engineering
"WOODFORD, Mr Frederick Ernest",Crew,Southampton,Greaser,0,40,Male,FALSE,Engineering
"WORTHMAN, Mr William Henry",Crew,Southampton,Fireman,0,37,Male,FALSE,Engineering
"WYETH, Mr James Robert",Crew,Southampton,Fireman,0,26,Male,FALSE,Engineering
"YOUNG, Mr Francis James",Crew,Southampton,Fireman,0,32,Male,FALSE,Engineering
"ABBOTT, Mr Ernest Owen",Crew,Southampton,Lounge Pantry Steward,0,21,Male,FALSE,Victualling
"AHIER, Mr Percy Snowden",Crew,Southampton,Saloon Steward,0,20,Male,FALSE,Victualling
"AKERMAN, Mr Albert Edward",Crew,Southampton,3rd Class Steward,0,31,Male,FALSE,Victualling
"AKERMAN, Mr Joseph Francis",Crew,Southampton,Assistant Pantryman Steward,0,35,Male,FALSE,Victualling
"ALLEN, Mr George",Crew,Southampton,Scullion,0,26,Male,FALSE,Victualling
"ALLEN, Mr Robert Spencer",Crew,Southampton,Bedroom Steward (1st Class),0,36,Male,FALSE,Victualling
"ALLEN, Mr Frederick",Crew,Southampton,Lift Steward,0,17,Male,FALSE,Victualling
"ALLSOP, Mr Frank Richard",Crew,Belfast,Saloon Steward,0,41,Male,FALSE,Victualling
"ANDERSON, Mr Walter Yuill",Crew,Southampton,Bed Room Steward,0,48,Male,FALSE,Victualling
"ANDREWS, Mr Charles Edward",Crew,Southampton,Saloon Steward (2nd class),0,19,Male,TRUE,Victualling
"ASHCROFT, Mr Austin Aloysius",Crew,Southampton,Clerk,0,26,Male,FALSE,Victualling
"ASHE, Mr Henry Wellesley",Crew,Southampton,Glory hole steward (3rd class),0,41,Male,FALSE,Victualling
"AYLING, Mr Edwin George",Crew,Southampton,Assistant Vegetable Cook,0,22,Male,FALSE,Victualling
"BACK, Mr Charles Frederick",Crew,Belfast,Assistant Lounge Steward,0,32,Male,FALSE,Victualling
"BAGGOTT, Mr Allen Marden",Crew,Southampton,Saloon Steward,0,28,Male,TRUE,Victualling
"BAGLEY, Mr Edward Henry",Crew,Southampton,Saloon Steward,0,33,Male,FALSE,Victualling
"BAILEY, Mr George Francis",Crew,Belfast,Saloon Steward,0,36,Male,FALSE,Victualling
"BALL, Mr Percy",Crew,Southampton,Plate Steward,0,19,Male,TRUE,Victualling
"BARKER, Mr Albert Vale",Crew,Southampton,Baker,0,19,Male,FALSE,Victualling
"BARKER, Mr Ernest Thomas",Crew,Southampton,Saloon Steward (1st class),0,40,Male,FALSE,Victualling
"BARKER, Mr Reginald Lomond",Crew,Belfast,Second Purser,0,40,Male,FALSE,Victualling
"BARLOW, Mr George",Crew,Southampton,Bed Room Steward,0,36,Male,FALSE,Victualling
"BARNES, Mr Frederick Charles",Crew,Southampton,Assistant baker,0,39,Male,FALSE,Victualling
"BARRATT, Mr Arthur",Crew,Southampton,Bell Boy,0,15,Male,FALSE,Victualling
"BARRINGER, Mr Arthur William",Crew,Belfast,Saloon Steward (1st class),0,33,Male,FALSE,Victualling
"BARROW, Mr Charles Henry John Barrow",Crew,Southampton,Assistant butcher,0,35,Male,FALSE,Victualling
"BARROWS, Mr William",Crew,Southampton,Saloon Steward,0,32,Male,FALSE,Victualling
"BARTON, Mr Sidney John",Crew,Southampton,3rd Class Steward,0,26,Male,FALSE,Victualling
"BAXTER, Mr Harry Ross",Crew,Southampton,3rd Class Steward,0,53,Male,FALSE,Victualling
"BAXTER, Mr Thomas Ferguson",Crew,Southampton,Linen Steward (1st class),0,55,Male,FALSE,Victualling
"BEDFORD, Mr William Barnett",Crew,Southampton,Assistant Roast Cook,0,31,Male,FALSE,Victualling
"BEEDEM, Mr George Arthur",Crew,Southampton,2nd Class Bedroom Steward,0,34,Male,FALSE,Victualling
"BEERE, Mr William",Crew,Southampton,Kitchen Porter,0,19,Male,FALSE,Victualling
"BENHAM, Mr Fred John",Crew,Southampton,Saloon Steward (2nd class),0,29,Male,FALSE,Victualling
"BENNETT, Mrs Mabel",Crew,Southampton,Stewardess,0,33,Female,TRUE,Victualling
"BESSANT, Mr Edward",Crew,Southampton,1st class baggage steward,0,31,Male,FALSE,Victualling
"BEST, Mr Edwin Alfred",Crew,Belfast,Saloon Steward (1st class),0,38,Male,FALSE,Victualling
"BISHOP, Mr Walter Alexander",Crew,Belfast,1st Class Bedroom Steward,0,33,Male,FALSE,Victualling
"BLISS, Mrs Emma",Crew,Southampton,Stewardess,0,45,Female,TRUE,Victualling
"BOCHATAY, Mr Alexis Joseph",Crew,Southampton,Chef,0,30,Male,FALSE,Victualling
"BOGIE, Mr Norman Leslie",Crew,Southampton,2nd Class Bedroom Steward,0,59,Male,FALSE,Victualling
"BOND, Mr William John",Crew,Belfast,Bed Room Steward,0,40,Male,FALSE,Victualling
"BOOTHBY, Mr Walter Thomas",Crew,Southampton,2nd Class Bedroom Steward,0,37,Male,FALSE,Victualling
"BOSTON, Mr William John",Crew,Belfast,Assistant Deck Steward (1st Class),0,31,Male,FALSE,Victualling
"BOUGHTON, Mr Bernard John",Crew,Southampton,First class saloon steward,0,24,Male,FALSE,Victualling
"BOYD, Mr John",Crew,Southampton,Saloon Steward (1st class),0,36,Male,FALSE,Victualling
"BOYES, Mr John Henry",Crew,Belfast,Saloon Steward (1st class),0,36,Male,FALSE,Victualling
"BRADSHAW, Mr John Albert Perkin",Crew,Southampton,Plate Steward (1st Class),0,43,Male,FALSE,Victualling
"BREWSTER, Mr George Henry",Crew,Belfast,Bedroom Steward (1st Class),0,48,Male,FALSE,Victualling
"BRIDE, Mr Harold Sydney",Crew,Belfast,Assistant Telegraphist,0,22,Male,TRUE,Victualling
"BRISTOW, Mr Robert Charles",Crew,Southampton,3rd Class Steward,0,31,Male,FALSE,Victualling
"BRISTOW, Mr Harry",Crew,Southampton,Saloon Steward,0,33,Male,FALSE,Victualling
"BROOKMAN, Mr John Cress",Crew,Southampton,3rd Class Steward,0,27,Male,FALSE,Victualling
"BROOM, Mr Herbert George",Crew,Belfast,Bath Steward,0,33,Male,FALSE,Victualling
"BROOME, Mr Athol Frederick",Crew,Southampton,Verandah Steward (1st Class),0,30,Male,FALSE,Victualling
"BROWN, Mr Edward",Crew,Belfast,Saloon Steward,0,34,Male,TRUE,Victualling
"BROWN, Mr Walter James",Crew,Belfast,Saloon Steward (1st class),0,40,Male,FALSE,Victualling
"BUCKLEY, Mr H. E.",Crew,Southampton,Assistant Vegetable Cook,0,34,Male,FALSE,Victualling
"BULL, Mr W.",Crew,Southampton,Scullion,0,30,Male,FALSE,Victualling
"BULLEY, Mr Henry Ashburnham",Crew,Southampton,Boots Steward (2nd class),0,21,Male,FALSE,Victualling
"BUNNELL, Mr Wilfred James",Crew,Belfast,Plate Steward,0,20,Male,FALSE,Victualling
"BURGESS, Mr Charles",Crew,Southampton,Extra 3rd. Baker,0,18,Male,TRUE,Victualling
"BURKE, Mr Richard Edward",Crew,Belfast,Lounge Steward (1st class),0,30,Male,FALSE,Victualling
"BURKE, Mr William",Crew,Belfast,Saloon Steward,0,31,Male,TRUE,Victualling
"BURR, Mr Ewart Sydenham",Crew,Southampton,Saloon Steward (1st class),0,29,Male,FALSE,Victualling
"BURRAGE, Mr Arthur Victor Edwards",Crew,Southampton,Plate Steward,0,20,Male,TRUE,Victualling
"BUTT, Mr Robert Henry",Crew,Southampton,Saloon Steward,0,21,Male,FALSE,Victualling
"BUTTERWORTH, Mr John",Crew,Southampton,Saloon Steward,0,23,Male,FALSE,Victualling
"BYRNE, Mr James Edward",Crew,Southampton,Bedroom Steward (2nd Class),0,38,Male,FALSE,Victualling
"CAMPBELL, Mr Donald S.",Crew,Southampton,3rd Class Clerk,0,25,Female,FALSE,Victualling
"CARNEY, Mr William",Crew,Southampton,Lift Steward,0,31,Male,FALSE,Victualling
"CARTWRIGHT, Mr James Edward",Crew,Belfast,Saloon Steward,0,32,Male,FALSE,Victualling
"CASSWILL, Mr Charles",Crew,Southampton,Saloon Steward,0,34,Male,FALSE,Victualling
"CATON, Miss Annie",Crew,Southampton,Turkish Bath Stewardess,0,33,Female,TRUE,Victualling
"CAUNT, Mr William Ewart",Crew,Southampton,Grill Cook,0,27,Male,FALSE,Victualling
"CAVE, Mr Herbert",Crew,Belfast,Saloon Steward (1st class),0,39,Male,FALSE,Victualling
"CECIL, Mr Charles Thomas",Crew,Southampton,Steward,0,21,Male,FALSE,Victualling
"CHAPMAN, Mr Joseph Charles",Crew,Southampton,Boots steward,0,32,Male,TRUE,Victualling
"CHARMAN, Mr John James",Crew,Southampton,Saloon Steward (2nd class),0,25,Male,FALSE,Victualling
"CHEVERTON, Mr William Frederick",Crew,Belfast,Saloon Steward (1st class),0,27,Male,FALSE,Victualling
"CHITTY, Mr Archibald George",Crew,Southampton,Third Class Steward,0,28,Male,FALSE,Victualling
"CHITTY, Mr George Henry",Crew,Southampton,Baker,0,50,Male,FALSE,Victualling
"CHRISTMAS, Mr Herbert Harry",Crew,Southampton,Assistant Saloon Steward (2nd class),0,33,Male,FALSE,Victualling
"COLEMAN, Mr Albert Edward",Crew,Southampton,Saloon Steward (1st class),0,28,Male,FALSE,Victualling
"COLGAN, Mr E. Joseph",Crew,Southampton,Scullion,0,33,Male,TRUE,Victualling
"COLLINS, Mr John",Crew,Southampton,Scullion,0,17,Male,TRUE,Victualling
"CONWAY, Mr Percy Walter",Crew,Belfast,Saloon Steward (2nd class),0,24,Male,FALSE,Victualling
"COOK, Mr George",Crew,Southampton,Saloon Steward,0,32,Male,FALSE,Victualling
"COOMBS, Mr Charles Augustus",Crew,Southampton,Assistant Cook,0,44,Male,FALSE,Victualling
"CORBEN, Mr Ernest Theodore",Crew,Southampton,Assistant Printer Steward,0,27,Male,FALSE,Victualling
"COX, Mr William Denton",Crew,Southampton,Third class steward,0,29,Male,FALSE,Victualling
"CRAFTER, Mr Frederick Horace",Crew,Southampton,Saloon Steward (1st class),0,20,Male,TRUE,Victualling
"CRAWFORD, Mr Alfred George",Crew,Belfast,Bed Room Steward,0,43,Male,TRUE,Victualling
"CRISP, Mr Albert Hector",Crew,Belfast,Saloon Steward,0,39,Male,FALSE,Victualling
"CRISPIN, Mr William",Crew,Southampton,Glory Hole Steward,0,32,Male,FALSE,Victualling
"CROSBIE, Mr John Borthwick",Crew,Southampton,Turkish Bath Attendant,0,44,Male,FALSE,Victualling
"CROWE, Mr George Frederick",Crew,Southampton,Saloon Steward,0,30,Male,TRUE,Victualling
"CRUMPLIN, Mr Charles George Chandler",Crew,Belfast,Bed Room Steward,0,35,Male,FALSE,Victualling
"CULLEN, Mr Charles James",Crew,Belfast,1st Class Bedroom Steward,0,49,Male,TRUE,Victualling
"CUNNINGHAM, Mr Andrew Orr",Crew,Belfast,1st Class Bedroom Steward,0,38,Male,TRUE,Victualling
"DANIELS, Mr Sidney Edward",Crew,Southampton,Third class steward,0,18,Male,TRUE,Victualling
"DASHWOOD, Mr William George",Crew,Southampton,Saloon Steward (2nd class),0,18,Male,FALSE,Victualling
"DAVIES, Mr Gordon Raleigh",Crew,Belfast,1st Class Bedroom Steward,0,32,Male,FALSE,Victualling
"DAVIES, Mr Robert J.",Crew,Belfast,Saloon Steward,0,26,Male,FALSE,Victualling
"DAVIS, Mr John",Crew,Belfast,Extra 2nd Baker,0,29,Male,FALSE,Victualling
"DEAN, Mr George H.",Crew,Southampton,Assistant Saloon Steward,0,19,Male,FALSE,Victualling
"DEEBLE, Mr Alfred Arnold",Crew,Belfast,Saloon Steward (1st class),0,34,Male,FALSE,Victualling
"DERRETT, Mr Arthur Henry",Crew,Belfast,Saloon Steward (1st class),0,28,Male,FALSE,Victualling
"DESLANDES, Mr Percival Stainer",Crew,Southampton,Saloon Steward,0,36,Male,FALSE,Victualling
"DINENAGE, Mr James Richard",Crew,Southampton,Saloon Steward (1st class),0,49,Male,FALSE,Victualling
"DODD, Mr George Charles",Crew,Belfast,Second Steward,0,44,Male,FALSE,Victualling
"DOLBY, Mr Joseph",Crew,Belfast,Reception Steward (1st Class),0,38,Male,FALSE,Victualling
"DONOGHUE, Mr Frank (?Thomas)",Crew,Belfast,Bed Room Steward,0,35,Male,FALSE,Victualling
"DOUGHTY, Mr Walter Thomas",Crew,Southampton,Saloon Steward (2nd class),0,22,Male,FALSE,Victualling
"DUNFORD, Mr William",Crew,Southampton,Hospital Steward,0,47,Male,FALSE,Victualling
"DYER, Mr William Henry",Crew,Southampton,Saloon Steward (1st class),0,31,Male,FALSE,Victualling
"EDBROOKE, Mr Francis Samuel Jacob",Crew,Southampton,Third class steward,0,23,Male,FALSE,Victualling
"EDE, Mr George Bulkeley",Crew,Southampton,3rd Class Steward,0,22,Male,FALSE,Victualling
"EDGE, Mr Frederick William",Crew,Southampton,Deck Steward (2nd class),0,39,Male,FALSE,Victualling
"EDWARDS, Mr Charles Essex",Crew,Southampton,Assistant Pantryman Steward (1st Class),0,39,Male,FALSE,Victualling
"EGG, Mr William Henry",Crew,Southampton,Third class steward,0,47,Male,FALSE,Victualling
"ELLIS, Mr John Bertie",Crew,Southampton,Assistant Vegetable Cook,0,28,Male,TRUE,Victualling
"ENNIS, Mr Walter",Crew,Southampton,Turkish Bath Attendant,0,34,Male,FALSE,Victualling
"ETCHES, Mr Henry Samuel",Crew,Belfast,First class bedroom steward,0,43,Male,TRUE,Victualling
"EVANS, Mr George Richard",Crew,Belfast,Saloon Steward (1st class),0,27,Male,FALSE,Victualling
"FAIRALL, Mr Henry Charles",Crew,Belfast,Saloon Steward (1st class),0,38,Male,FALSE,Victualling
"FARENDEN, Mr Ernest John",Crew,Belfast,Confectioner,0,22,Male,FALSE,Victualling
"FAULKNER, Mr William Stephen",Crew,Belfast,1st Class Bedroom Steward,0,37,Male,TRUE,Victualling
"FELLOWES, Mr Alfred James",Crew,Belfast,Assistant boots steward (1st class),0,29,Male,FALSE,Victualling
"FELTHAM, Mr George William",Crew,Southampton,Vienna Baker,0,36,Male,FALSE,Victualling
"FINCH, Mr Henry Herman",Crew,Southampton,Steward (3rd Class),0,18,Male,FALSE,Victualling
"FLETCHER, Mr Percy William",Crew,Belfast,Bugler Steward,0,26,Male,FALSE,Victualling
"FOLEY, Mr Wilfred Cyril",Crew,Southampton,3rd Class Steward,0,22,Male,TRUE,Victualling
"FORD, Mr Ernest",Crew,Southampton,3rd Class Steward,0,32,Male,FALSE,Victualling
"FORD, Mr Francis",Crew,Southampton,Bedroom Steward (2nd class),0,37,Male,FALSE,Victualling
"FOX, Mr William Thomas",Crew,Southampton,Steward,0,27,Male,FALSE,Victualling
"FRANKLIN, Mr Alan Vincent",Crew,Southampton,Saloon Steward (2nd class),0,28,Male,FALSE,Victualling
"FREEMAN, Mr Ernest Edward Samuel",Crew,Belfast,Deck Steward (1st Class),0,45,Male,FALSE,Victualling
"GEDDES, Mr Richard Charles",Crew,Southampton,Bed Room Steward (1st class),0,31,Male,FALSE,Victualling
"GIBBONS, Mr Jacob William",Crew,Southampton,Second Class Steward,0,36,Male,TRUE,Victualling
"GILES, Mr John Robert",Crew,Southampton,2nd Baker,0,32,Male,FALSE,Victualling
"GILL, Mr Joseph Stanley",Crew,Belfast,Bed Room Steward,0,38,Male,FALSE,Victualling
"GILL, Mr Patrick",Crew,Southampton,Ship's Cook,0,38,Male,FALSE,Victualling
"GOLD, Mrs Jane Kate Coulson",Crew,Southampton,Stewardess,0,45,Female,TRUE,Victualling
"GOLLOP, Mr F.",Crew,Southampton,Assistant Passage Cook,0,28,Male,FALSE,Victualling
"GOSHAWK, Mr Alfred James",Crew,Belfast,Saloon Steward (1st class),0,40,Male,FALSE,Victualling
"GREGSON, Miss Mary",Crew,Southampton,Stewardess,0,45,Female,TRUE,Victualling
"GUNN, Mr Joseph Alfred",Crew,Southampton,Assistant Saloon Steward (2nd Class),0,28,Male,FALSE,Victualling
"GUY, Mr Elgar John",Crew,Southampton,Boots,0,28,Male,TRUE,Victualling
"GWINN, Mr William Logan",Crew,Southampton,Postal Clerk / Postman,0,37,Male,FALSE,Victualling
"HALFORD, Mr Walter Stamford",Crew,Southampton,Steward,0,22,Male,TRUE,Victualling
"HALL, Mr Frank Alfred James",Crew,Southampton,Scullion,0,38,Male,FALSE,Victualling
"HAMBLYN, Mr Ernest William",Crew,Southampton,2nd Class Bedroom Steward,0,46,Male,FALSE,Victualling
"HAMILTON, Mr Ernest",Crew,Belfast,Assistant Smoke Room Steward (1st class),0,25,Male,FALSE,Victualling
"HARDING, Mr Alfred John",Crew,Southampton,Assistant Pantry Steward (2nd class),0,20,Male,FALSE,Victualling
"HARDWICK, Mr Reginald",Crew,Southampton,Kitchen Porter,0,21,Male,TRUE,Victualling
"HARDY, Mr John",Crew,Belfast,Chief Second Class Steward,0,40,Male,TRUE,Victualling
"HARRIS, Mr Charles William",Crew,Southampton,Saloon Steward (2nd class),0,19,Male,FALSE,Victualling
"HARRIS, Mr Clifford Henry",Crew,Southampton,Bell Boy,0,16,Male,FALSE,Victualling
"HARRIS, Mr Edward Matthew",Crew,Southampton,Assistant Pantryman Steward (1st Class),0,18,Male,FALSE,Victualling
"HARRISON, Mr Aragýa Drummond",Crew,Southampton,Saloon Steward (1st class),0,40,Male,TRUE,Victualling
"HART, Mr John Edward",Crew,Southampton,Steward,0,31,Male,TRUE,Victualling
"HARTNELL, Mr Fred",Crew,Southampton,Saloon Steward,0,21,Male,TRUE,Victualling
"HATCH, Mr Hugh",Crew,Southampton,Scullion,0,23,Male,FALSE,Victualling
"HAWKESWORTH, Mr James",Crew,Southampton,Saloon Steward (2nd class),0,38,Male,FALSE,Victualling
"HAWKESWORTH, Mr William Walter",Crew,Southampton,Deck Steward (1st class),0,43,Male,FALSE,Victualling
"HAYTER, Mr Arthur",Crew,Belfast,Bed Room Steward,0,44,Male,FALSE,Victualling
"HEINEN, Mr Joseph Dominichus",Crew,Southampton,Saloon Steward (2nd class),0,30,Male,FALSE,Victualling
"HENDY, Mr Edward Martin",Crew,Belfast,Saloon Steward,0,39,Male,FALSE,Victualling
"HENSFORD, Mr Herbert George Ernest",Crew,Southampton,Assistant Butcher,0,26,Male,FALSE,Victualling
"HEWITT, Mr Thomas",Crew,Belfast,Bed Room Steward (1st class),0,37,Male,FALSE,Victualling
"HILL, Mr H. P.",Crew,Southampton,Steward,0,36,Male,FALSE,Victualling
"HILL, Mr James Colston",Crew,Belfast,1st Class Bedroom Steward,0,38,Male,FALSE,Victualling
"HINCKLEY, Mr George Herbert",Crew,Southampton,Bathroom Steward (1st Class),0,39,Male,FALSE,Victualling
"HINE, Mr William Edward",Crew,Southampton,3rd Baker,0,36,Male,FALSE,Victualling
"HISCOCK, Mr Sydney George",Crew,Southampton,Plate Steward,0,22,Male,FALSE,Victualling
"HOARE, Mr Leonard James",Crew,Belfast,Saloon Steward,0,16,Male,FALSE,Victualling
"HOGG, Mr Charles William",Crew,Southampton,1st Class Bedroom Steward,0,43,Male,FALSE,Victualling
"HOGUE, Mr E.",Crew,Southampton,Plate Steward,0,22,Male,FALSE,Victualling
"HOLLAND, Mr Thomas",Crew,Belfast,Reception Steward,0,28,Male,FALSE,Victualling
"HOLLOWAY, Mr Sidney",Crew,Southampton,Assistant clothes presser steward,0,20,Male,FALSE,Victualling
"HOPKINS, Mr Frederick William",Crew,Southampton,Plate Steward,0,16,Male,FALSE,Victualling
"HOUSE, Mr William John",Crew,Belfast,Saloon Steward (1st class),0,38,Male,FALSE,Victualling
"HOWELL, Mr Arthur Albert",Crew,Belfast,Saloon Steward (1st class),0,31,Male,FALSE,Victualling
"HUGHES, Mr William Thomas",Crew,Southampton,Assistant Second Steward (1st Class),0,33,Male,FALSE,Victualling
"HUMBY, Mr Frederick Charles",Crew,Southampton,Plate Steward (2nd Class),0,17,Male,FALSE,Victualling
"HUMPHREYS, Mr Humphrey",Crew,Southampton,Assistant Saloon Steward,0,31,Male,FALSE,Victualling
"HUTCHINSON, Mr James",Crew,Southampton,Vegetable. Cook,0,28,Male,FALSE,Victualling
"HYLAND, Mr James Leo",Crew,Southampton,Steward (3rd Class),0,19,Male,TRUE,Victualling
"IDE, Mr Harry John",Crew,Southampton,1st Class Bedroom Steward,0,31,Male,FALSE,Victualling
"INGROUILLE, Mr Henry",Crew,Southampton,Steward,0,21,Male,FALSE,Victualling
"INGS, Mr William Ernest",Crew,Southampton,Scullion,0,20,Male,FALSE,Victualling
"JACKSON, Mr Cecil",Crew,Belfast,Assistant boots steward (1st class),0,22,Male,FALSE,Victualling
"JANAWAY, Mr William Frank",Crew,Belfast,Bed Room Steward,0,35,Male,FALSE,Victualling
"JENNER, Mr Thomas Henry (Harry)",Crew,Belfast,Saloon Steward,0,55,Male,FALSE,Victualling
"JENSEN, Mr Charles Valdemar",Crew,Southampton,Saloon Steward,0,25,Male,FALSE,Victualling
"JESSOP, Miss Violet Constance",Crew,Southampton,Stewardess,0,24,Female,TRUE,Victualling
"JOHNSTON, Mr James",Crew,Belfast,Saloon Steward,0,41,Male,TRUE,Victualling
"JONES, Mr Albert Hugh Brabner",Crew,Southampton,Saloon Steward (2nd class),0,17,Male,FALSE,Victualling
"JONES, Mr Arthur Ernest",Crew,Southampton,Plate Steward (2nd Class),0,37,Male,FALSE,Victualling
"JONES, Mr H.",Crew,Southampton,Roast Cook,0,29,Male,FALSE,Victualling
"JONES, Mr Victor Reginald",Crew,Southampton,Saloon Steward (1st class),0,20,Male,FALSE,Victualling
"JOUGHIN, Mr Charles John",Crew,Belfast,Chief Baker,0,32,Male,TRUE,Victualling
"KEEN, Mr Percy Edward",Crew,Southampton,Saloon Steward (1st class),0,30,Male,TRUE,Victualling
"KELLAND, Mr Thomas",Crew,Southampton,2nd class library steward,0,18,Male,FALSE,Victualling
"KENNELL, Mr Charles",Crew,Southampton,Hebrew Cook,0,30,Male,FALSE,Victualling
"KERLEY, Mr William Thomas",Crew,Southampton,Assistant Saloon Steward (2nd class),0,28,Male,FALSE,Victualling
"KETCHLEY, Mr Henry",Crew,Belfast,Saloon Steward,0,35,Male,FALSE,Victualling
"KIERAN, Mr James William",Crew,Southampton,Chief 3rd Class Steward,0,34,Male,FALSE,Victualling
"KIERAN, Mr Edgar Michael",Crew,Southampton,Storekeeper,0,34,Male,FALSE,Victualling
"KING, Mr Alfred John Moffett",Crew,Southampton,Lift Steward,0,18,Male,FALSE,Victualling
"KING, Mr Ernest Waldron",Crew,Southampton,Clerk (1st class),0,28,Male,FALSE,Victualling
"KING, Mr G.",Crew,Southampton,Scullion,0,20,Male,FALSE,Victualling
"KINGSCOTE, Mr William Ford",Crew,Southampton,Saloon Steward (1st class),0,42,Male,FALSE,Victualling
"KIRKALDY, Mr Thomas Benjamin",Crew,Southampton,Bed Room Steward,0,39,Male,FALSE,Victualling
"KITCHING, Mr Arthur Alfred",Crew,Southampton,Saloon Steward (1st class),0,30,Male,FALSE,Victualling
"KLEIN, Mr Herbert",Crew,Southampton,Barber,0,33,Male,FALSE,Victualling
"KNIGHT, Mr George",Crew,Southampton,Saloon Steward,0,44,Male,TRUE,Victualling
"KNIGHT, Mr Leonard George",Crew,Southampton,Steward (3rd class),0,21,Male,FALSE,Victualling
"LACEY, Mr Bertie William",Crew,Southampton,Assistant Saloon steward,0,19,Male,FALSE,Victualling
"LAKE, Mr William",Crew,Belfast,Saloon Steward,0,35,Male,FALSE,Victualling
"LANE, Mr Albert Edward",Crew,Southampton,Saloon Steward (1st class),0,34,Male,FALSE,Victualling
"LATIMER, Mr Andrew",Crew,Belfast,Chief Steward,0,55,Male,FALSE,Victualling
"LAVINGTON, Miss Elizabeth",Crew,Southampton,Stewardess,0,40,Female,TRUE,Victualling
"LAWRENCE, Mr Arthur",Crew,Belfast,Saloon Steward (1st class),0,35,Male,FALSE,Victualling
"LEADER, Mr Archibald",Crew,Southampton,Confectioner,0,22,Male,FALSE,Victualling
"LEATHER, Mrs Elizabeth Mary",Crew,Southampton,Stewardess,0,41,Female,TRUE,Victualling
"LEE, Mr Henry Reginald",Crew,Southampton,Scullion,0,29,Male,TRUE,Victualling
"LEFEBVRE, Mr Paul Georges",Crew,Southampton,Saloon Steward,0,35,Male,FALSE,Victualling
