Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Latitude,Longtitude,RegionName
Thornbury,House,887000,Sold,Love,12/11/2016,3,2,2,540,1935,Darebin City Council,-37.7554,145.0211,NORTHERN METROPOLITAN
Thornbury,House,874000,Sold,Love,19/11/2016,2,1,2,333,1985,Darebin City Council,-37.7642,145.0192,NORTHERN METROPOLITAN
Thornbury,House,1427000,Sold,Nelson,19/11/2016,3,1,1,275,1920,Darebin City Council,-37.7592,145.0105,NORTHERN METROPOLITAN
Thornbury,House,1370000,Sold,Jellis,27/11/2016,3,2,3,417,1930,Darebin City Council,-37.7602,145.0084,NORTHERN METROPOLITAN
Thornbury,House,1160000,Sold Prior,McGrath,27/11/2016,3,2,2,644,2001,Darebin City Council,-37.7604,145.021,NORTHERN METROPOLITAN
Thornbury,Unit,525500,Sold,Nelson,11/02/2017,2,1,1,724,1975,Darebin City Council,-37.7564,145.0026,NORTHERN METROPOLITAN
Thornbury,Townhouse,1100000,Passed In,Jellis,25/02/2017,3,2,2,7330,2011,Darebin City Council,-37.7614,145.0118,NORTHERN METROPOLITAN
Thornbury,House,1211000,Sold,hockingstuart,25/02/2017,2,1,0,302,1915,Darebin City Council,-37.7549,145.0035,NORTHERN METROPOLITAN
Thornbury,House,1280000,Sold,Jellis,25/02/2017,3,1,1,253,1910,Darebin City Council,-37.7566,144.9965,NORTHERN METROPOLITAN
Thornbury,House,1478000,Sold Prior,Jellis,25/02/2017,4,2,0,387,1900,Darebin City Council,-37.7569,145.0041,NORTHERN METROPOLITAN
Thornbury,House,1913000,Sold,McGrath,25/02/2017,3,2,2,611,1930,Darebin City Council,-37.7575,144.9968,NORTHERN METROPOLITAN
Thornbury,House,1428888,Sold Prior,Miles,4/03/2017,4,2,1,470,1930,Darebin City Council,-37.7601,145.0122,NORTHERN METROPOLITAN
Thornbury,House,1195000,Sold,Love,8/04/2017,3,1,2,463,1930,Darebin City Council,-37.7593,144.9885,NORTHERN METROPOLITAN
Thornbury,Unit,300000,Sold Prior,McGrath,22/04/2017,1,1,1,948,1970,Darebin City Council,-37.7577,145.0151,NORTHERN METROPOLITAN
Thornbury,Unit,880000,Sold Prior,McGrath,29/04/2017,3,1,2,242,1995,Darebin City Council,-37.7639,145.0135,NORTHERN METROPOLITAN
Thornbury,Townhouse,960000,Sold,Jellis,29/04/2017,2,2,2,158,2007,Darebin City Council,-37.7587,144.9881,NORTHERN METROPOLITAN
Thornbury,House,1260000,Sold,Nelson,29/04/2017,2,1,0,317,1910,Darebin City Council,-37.7606,144.9995,NORTHERN METROPOLITAN
Thornbury,House,1100000,Sold Prior,McGrath,29/04/2017,3,1,1,330,1930,Darebin City Council,-37.7629,145.0165,NORTHERN METROPOLITAN
Thornbury,House,1346000,Sold,Nelson,20/05/2017,3,2,2,349,1918,Darebin City Council,-37.7544,144.998,NORTHERN METROPOLITAN
Thornbury,House,1275000,Passed In,Jellis,20/05/2017,3,1,2,517,1950,Darebin City Council,-37.7638,145.0182,NORTHERN METROPOLITAN
Thornbury,Unit,745000,Sold,McGrath,27/05/2017,2,1,1,120,1975,Darebin City Council,-37.75668,145.00929,NORTHERN METROPOLITAN
Thornbury,House,1225000,Sold Prior,Jellis,27/05/2017,3,1,0,275,1920,Darebin City Council,-37.76126,145.00247,NORTHERN METROPOLITAN
Thornbury,House,1626000,Sold,Jellis,3/06/2017,4,1,2,495,1925,Darebin City Council,-37.75231,144.99023,NORTHERN METROPOLITAN
Thornbury,House,1031000,Sold,McGrath,17/06/2017,3,1,2,612,1950,Darebin City Council,-37.76063,145.02139,NORTHERN METROPOLITAN
Thornbury,House,1250000,Passed In,Jellis,24/06/2017,3,1,2,695,1960,Darebin City Council,-37.75506,145.01841,NORTHERN METROPOLITAN
Thornbury,House,2070000,Sold Prior,Jellis,1/07/2017,4,3,2,530,2016,Darebin City Council,-37.76281,145.01986,NORTHERN METROPOLITAN
Thornbury,House,905000,Sold,Nelson,8/07/2017,2,1,0,225,1960,Darebin City Council,-37.75642,144.98755,NORTHERN METROPOLITAN
Thornbury,Unit,328000,Sold,Woodards,15/07/2017,1,1,1,1047,1970,Darebin City Council,-37.76105,144.99532,NORTHERN METROPOLITAN
Thornbury,House,1110000,Sold Prior,McGrath,22/07/2017,3,1,0,396,1930,Darebin City Council,-37.75358,144.98534,NORTHERN METROPOLITAN
Thornbury,House,891000,Sold,Nelson,29/07/2017,3,2,2,199,1999,Darebin City Council,-37.75948,144.99615,NORTHERN METROPOLITAN
Thornbury,House,1271000,Sold,Nelson,26/08/2017,3,1,2,470,1950,Darebin City Council,-37.75937,145.01534,NORTHERN METROPOLITAN
Thornbury,House,1375000,Sold,McGrath,3/09/2017,4,2,3,530,1950,Darebin City Council,-37.75968,145.02305,NORTHERN METROPOLITAN
Thornbury,Townhouse,900000,Passed In,Jellis,3/09/2017,3,2,2,120,2000,Darebin City Council,-37.76343,145.02096,NORTHERN METROPOLITAN
Thornbury,House,1605000,Passed In,McGrath,16/09/2017,4,2,2,348,1930,Darebin City Council,-37.75582,144.98951,NORTHERN METROPOLITAN
Thornbury,House,1500000,Passed In,Nelson,7/10/2017,3,1,6,664,1915,Darebin City Council,-37.7602,145.00535,NORTHERN METROPOLITAN
Thornbury,House,1370000,Passed In,Jellis,14/10/2017,3,1,1,353,1920,Darebin City Council,-37.75965,145.00284,NORTHERN METROPOLITAN
Thornbury,House,1170000,Sold,Nelson,28/10/2017,2,1,3,667,1955,Darebin City Council,-37.75503,145.01805,NORTHERN METROPOLITAN
Thornbury,House,1720000,Sold Prior,Nelson,11/11/2017,3,1,6,664,1915,Darebin City Council,-37.7602,145.0054,NORTHERN METROPOLITAN
Thornbury,House,830000,Sold,Jellis,11/11/2017,2,1,1,150,1995,Darebin City Council,-37.7527,144.9922,NORTHERN METROPOLITAN
Thornbury,House,1250000,Sold,Jellis,9/12/2017,2,1,1,338,1925,Darebin City Council,-37.75558,144.9875,NORTHERN METROPOLITAN
Thornbury,House,1850000,Sold,Nelson,10/02/2018,4,1,4,746,1900,Darebin City Council,-37.75715,145.00692,NORTHERN METROPOLITAN
Thornbury,House,1400000,Sold Prior,Nelson,17/02/2018,4,3,2,309,2017,Darebin City Council,-37.76021,144.98781,NORTHERN METROPOLITAN
Thornbury,House,903000,Sold Prior,McGrath,17/02/2018,2,1,1,177,1915,Darebin City Council,-37.75801,144.98758,NORTHERN METROPOLITAN
Thornbury,Townhouse,1400000,Passed In,McGrath,24/02/2018,3,2,2,219,2016,Darebin City Council,-37.75982,145.0045,NORTHERN METROPOLITAN
Thornbury,House,1200000,Passed In,Nelson,24/02/2018,3,1,1,393,1920,Darebin City Council,-37.75468,144.98959,NORTHERN METROPOLITAN
Thornbury,House,1605500,Sold,Nelson,24/02/2018,3,2,2,376,1925,Darebin City Council,-37.75184,144.98584,NORTHERN METROPOLITAN
Thornbury,House,990000,Sold,McGrath,3/03/2018,3,1,1,366,1940,Darebin City Council,-37.75155,144.99169,NORTHERN METROPOLITAN
Thornbury,House,1140000,Sold,McGrath,3/03/2018,3,1,1,471,1940,Darebin City Council,-37.76026,145.01602,NORTHERN METROPOLITAN
Thornbury,House,1192000,Sold,McGrath,3/03/2018,3,1,2,455,1952,Darebin City Council,-37.75949,145.02395,NORTHERN METROPOLITAN
Thornbury,House,1530000,Sold,Jellis,17/03/2018,3,1,2,442,1950,Darebin City Council,-37.76113,144.99212,NORTHERN METROPOLITAN
Thornbury,House,816000,Sold,Love,17/03/2018,2,1,2,166,1994,Darebin City Council,-37.75773,144.98542,NORTHERN METROPOLITAN
Thornbury,House,1185000,Sold,Woodards,17/03/2018,3,2,2,313,1910,Darebin City Council,-37.75879,144.99196,NORTHERN METROPOLITAN
Toorak,Townhouse,2700000,Passed In,Kay,12/06/2016,3,2,2,294,2010,Stonnington City Council,-37.8503,145.0292,SOUTHERN METROPOLITAN
Toorak,House,2620000,Sold,Jellis,18/06/2016,4,2,2,516,1925,Stonnington City Council,-37.8398,145.0305,SOUTHERN METROPOLITAN
Toorak,House,3270000,Sold,Marshall,28/08/2016,3,2,1,363,1935,Stonnington City Council,-37.8445,145.0182,SOUTHERN METROPOLITAN
Toorak,House,6250000,Sold,Kay,15/10/2016,3,3,2,564,2000,Stonnington City Council,-37.8486,145.0244,SOUTHERN METROPOLITAN
Toorak,House,4500000,Passed In,RT,15/10/2016,4,3,2,732,1980,Stonnington City Council,-37.8349,145.01,SOUTHERN METROPOLITAN
Toorak,Townhouse,1550000,Passed In,Kay,15/10/2016,3,2,2,117,2000,Stonnington City Council,-37.8343,145.0112,SOUTHERN METROPOLITAN
Toorak,House,1435000,Sold,RT,3/12/2016,3,1,0,889,1943,Stonnington City Council,-37.8328,145.0065,SOUTHERN METROPOLITAN
Toorak,House,5500000,Passed In,Marshall,3/12/2016,4,3,2,691,2000,Stonnington City Council,-37.8431,145.021,SOUTHERN METROPOLITAN
Toorak,House,2820000,Passed In,Kay,10/12/2016,3,2,2,600,1967,Stonnington City Council,-37.8332,145.0117,SOUTHERN METROPOLITAN
Toorak,Unit,876000,Sold,Jellis,4/03/2017,2,1,1,649,1935,Stonnington City Council,-37.8486,145.008,SOUTHERN METROPOLITAN
Toorak,Unit,620000,Sold,hockingstuart,4/03/2017,2,1,1,1119,2008,Stonnington City Council,-37.8498,145.0173,SOUTHERN METROPOLITAN
Toorak,House,5500000,Sold,Marshall,4/03/2017,4,4,5,877,1923,Stonnington City Council,-37.8447,145.0134,SOUTHERN METROPOLITAN
Toorak,House,1689000,Sold,Kay,4/03/2017,3,1,0,222,1920,Stonnington City Council,-37.8448,145.0055,SOUTHERN METROPOLITAN
Toorak,House,2840000,Passed In,Marshall,11/03/2017,3,2,4,1317,2000,Stonnington City Council,-37.838,145.0054,SOUTHERN METROPOLITAN
Toorak,Unit,950000,Sold,hockingstuart,18/03/2017,3,1,1,57,1960,Stonnington City Council,-37.8371,145.012,SOUTHERN METROPOLITAN
Toorak,Unit,840000,Sold,hockingstuart,8/04/2017,3,1,1,1678,1940,Stonnington City Council,-37.8384,145.0178,SOUTHERN METROPOLITAN
Toorak,Unit,1010000,Passed In,Marshall,8/04/2017,2,2,2,586,1990,Stonnington City Council,-37.8427,145.0236,SOUTHERN METROPOLITAN
Toorak,House,2400000,Passed In,Marshall,20/05/2017,3,2,1,224,1950,Stonnington City Council,-37.8445,145.0124,SOUTHERN METROPOLITAN
Toorak,Unit,682000,Sold,hockingstuart,3/06/2017,2,1,1,713,1975,Stonnington City Council,-37.84301,145.02641,SOUTHERN METROPOLITAN
Toorak,Unit,1140000,Sold,Marshall,15/07/2017,2,2,2,586,1990,Stonnington City Council,-37.84266,145.02355,SOUTHERN METROPOLITAN
Toorak,House,2300000,Passed In,RT,17/03/2018,3,2,1,230,1930,Stonnington City Council,-37.84387,145.00687,SOUTHERN METROPOLITAN
Travancore,House,1740000,Passed In,Nelson,22/05/2016,3,3,2,650,1925,Moonee Valley City Council,-37.7796,144.935,WESTERN METROPOLITAN
Travancore,House,1257000,Sold,Jellis,13/08/2016,3,2,1,337,1930,Moonee Valley City Council,-37.7813,144.9371,WESTERN METROPOLITAN
Travancore,House,1562000,Sold Prior,Nelson,15/10/2016,4,2,1,621,1900,Moonee Valley City Council,-37.7778,144.9346,WESTERN METROPOLITAN
Travancore,Townhouse,856000,Sold,Nelson,24/06/2017,2,1,2,326,1996,Moonee Valley City Council,-37.78281,144.93567,WESTERN METROPOLITAN
Travancore,Unit,341500,Sold,McGrath,15/07/2017,2,1,1,16000,2012,Moonee Valley City Council,-37.78466,144.93829,WESTERN METROPOLITAN
Travancore,House,972000,Sold,Nelson,17/03/2018,2,1,4,315,1930,Moonee Valley City Council,-37.7778,144.93439,WESTERN METROPOLITAN
Truganina,Unit,390000,Sold Prior,Sweeney,27/05/2017,3,2,1,289,2008,Melton City Council,-37.84169,144.72333,WESTERN METROPOLITAN
Truganina,House,667000,Sold,hockingstuart,7/10/2017,4,2,2,601,2013,Melton City Council,-37.83909,144.70557,WESTERN METROPOLITAN
Truganina,House,603000,Sold,Barry Plant,4/11/2017,4,2,2,400,2016,Melton City Council,-37.8458,144.7455,WESTERN METROPOLITAN
Truganina,House,607000,Sold Prior,Barry Plant,10/02/2018,4,2,2,350,2015,Melton City Council,-37.84477,144.73444,WESTERN METROPOLITAN
Truganina,House,611000,Sold,One,10/02/2018,4,2,2,510,2014,Melton City Council,-37.84588,144.71585,WESTERN METROPOLITAN
Truganina,House,557500,Sold,Ray,10/02/2018,3,2,2,560,2006,Melton City Council,-37.84391,144.7258,WESTERN METROPOLITAN
Tullamarine,House,695000,Sold,YPA,27/05/2017,3,1,2,676,1980,Brimbank City Council,-37.69636,144.88265,WESTERN METROPOLITAN
Tullamarine,Unit,470000,Sold Prior,Barry Plant,15/07/2017,2,1,1,161,1960,Brimbank City Council,-37.70586,144.87947,WESTERN METROPOLITAN
Tullamarine,House,615500,Sold,hockingstuart,29/07/2017,3,2,1,238,2011,Brimbank City Council,-37.70322,144.88236,WESTERN METROPOLITAN
Tullamarine,House,540000,Sold,Barry Plant,26/08/2017,3,1,1,607,1970,Brimbank City Council,-37.69423,144.88002,WESTERN METROPOLITAN
Tullamarine,House,700000,Sold,Nelson,11/11/2017,3,2,2,419,1960,Brimbank City Council,-37.6971,144.8845,WESTERN METROPOLITAN
Upwey,House,1075000,Sold,Stockdale,10/02/2018,5,2,3,1993,2009,Yarra Ranges Shire Council,-37.9075,145.3198,EASTERN VICTORIA
Vermont,House,1235000,Sold Prior,Noel,24/06/2017,4,2,4,624,1960,Maroondah City Council,-37.83344,145.19063,EASTERN METROPOLITAN
Vermont,Townhouse,917000,Sold,Noel,1/07/2017,3,2,2,260,2004,Maroondah City Council,-37.831,145.19844,EASTERN METROPOLITAN
Vermont,House,1111500,Sold,Philip,15/07/2017,3,1,0,722,1960,Maroondah City Council,-37.8324,145.20467,EASTERN METROPOLITAN
Vermont,House,988000,Sold,Fletchers,22/07/2017,3,1,1,653,1970,Maroondah City Council,-37.84034,145.2022,EASTERN METROPOLITAN
Vermont,House,980000,Sold,hockingstuart,12/08/2017,4,2,0,539,1978,Maroondah City Council,-37.83459,145.21264,EASTERN METROPOLITAN
Vermont,House,1300000,Sold,Noel,19/08/2017,5,2,2,891,1980,Maroondah City Council,-37.83691,145.21269,EASTERN METROPOLITAN
Vermont,House,1260000,Sold,Harcourts,23/09/2017,4,2,3,682,1973,Maroondah City Council,-37.84454,145.18881,EASTERN METROPOLITAN
Vermont,House,1133000,Sold,Philip,28/10/2017,4,1,4,880,1980,Maroondah City Council,-37.83737,145.18819,EASTERN METROPOLITAN
Vermont,House,1160000,Passed In,Barry Plant,9/12/2017,4,2,3,654,1985,Maroondah City Council,-37.84351,145.19246,EASTERN METROPOLITAN
Vermont,House,903000,Sold,Fletchers,9/12/2017,3,1,4,711,1935,Maroondah City Council,-37.83315,145.2026,EASTERN METROPOLITAN
Vermont,House,1595000,Sold,Harcourts,9/12/2017,4,2,2,616,2014,Maroondah City Council,-37.84009,145.19954,EASTERN METROPOLITAN
Vermont South,House,1050000,Passed In,Noel,17/06/2017,4,2,2,651,1975,Whitehorse City Council,-37.84842,145.1816,EASTERN METROPOLITAN
Vermont South,House,1290000,Sold,Ray,24/06/2017,4,2,2,407,2003,Whitehorse City Council,-37.85028,145.18787,EASTERN METROPOLITAN
Vermont South,House,1360000,Sold,Biggin,19/08/2017,5,3,2,882,1970,Whitehorse City Council,-37.85995,145.18579,EASTERN METROPOLITAN
Vermont South,House,1202000,Sold Prior,Ray,23/09/2017,4,2,2,650,1980,Whitehorse City Council,-37.84919,145.17436,EASTERN METROPOLITAN
Vermont South,House,1320000,Sold,Barry Plant,11/11/2017,4,2,2,790,1972,Whitehorse City Council,-37.8608,145.1842,EASTERN METROPOLITAN
Vermont South,House,1170000,Sold,Harcourts,24/02/2018,3,2,4,832,1976,Whitehorse City Council,-37.85973,145.18223,EASTERN METROPOLITAN
Vermont South,House,1120000,Sold Prior,Ray,17/03/2018,3,2,2,647,1980,Whitehorse City Council,-37.85785,145.17049,EASTERN METROPOLITAN
Viewbank,House,765000,Sold,Ray,14/05/2016,3,1,2,608,1975,Banyule City Council,-37.7396,145.0885,EASTERN METROPOLITAN
Viewbank,House,920000,Sold,Miles,14/05/2016,3,2,2,834,1975,Banyule City Council,-37.7396,145.0884,EASTERN METROPOLITAN
Viewbank,House,820000,Sold,Morrison,22/05/2016,3,2,2,628,1960,Banyule City Council,-37.7314,145.0941,EASTERN METROPOLITAN
Viewbank,House,770000,Sold,Barry Plant,4/06/2016,3,2,2,577,1970,Banyule City Council,-37.7376,145.0895,EASTERN METROPOLITAN
Viewbank,House,730000,Passed In,Miles,4/06/2016,4,1,1,865,1960,Banyule City Council,-37.7297,145.0946,EASTERN METROPOLITAN
Viewbank,House,895000,Sold,Miles,18/06/2016,4,2,2,700,1980,Banyule City Council,-37.7326,145.0881,EASTERN METROPOLITAN
Viewbank,House,1050000,Passed In,Nelson,26/07/2016,4,2,2,660,1977,Banyule City Council,-37.7375,145.0917,EASTERN METROPOLITAN
Viewbank,House,870000,Sold Prior,Nelson,22/08/2016,3,1,2,698,1960,Banyule City Council,-37.7343,145.0837,EASTERN METROPOLITAN
Viewbank,House,960000,Sold,Miles,3/09/2016,4,2,2,656,1990,Banyule City Council,-37.7322,145.0995,EASTERN METROPOLITAN
Viewbank,House,1025000,Sold,Nelson,17/09/2016,5,3,2,531,1978,Banyule City Council,-37.7378,145.0955,EASTERN METROPOLITAN
Viewbank,House,1005000,Sold,Darren,7/11/2016,4,2,1,696,1950,Banyule City Council,-37.7395,145.0875,EASTERN METROPOLITAN
Viewbank,Unit,546000,Sold,Miles,12/11/2016,2,1,1,177,1975,Banyule City Council,-37.7388,145.081,EASTERN METROPOLITAN
Viewbank,Unit,556000,Sold,Ray,3/12/2016,2,1,1,195,1995,Banyule City Council,-37.7405,145.0876,EASTERN METROPOLITAN
Viewbank,House,1010000,Sold,Miles,3/12/2016,4,3,2,669,1960,Banyule City Council,-37.7419,145.083,EASTERN METROPOLITAN
Viewbank,Unit,555000,Sold Prior,Miles,10/12/2016,2,1,2,197,1980,Banyule City Council,-37.7393,145.0806,EASTERN METROPOLITAN
Viewbank,House,1155000,Passed In,Fletchers,22/04/2017,4,2,3,780,1950,Banyule City Council,-37.7308,145.0932,EASTERN METROPOLITAN
Viewbank,House,870000,Sold,Miles,27/05/2017,3,2,2,291,2000,Banyule City Council,-37.73253,145.0873,EASTERN METROPOLITAN
Viewbank,House,940000,Sold After Auction,Nelson,17/06/2017,3,2,2,541,1960,Banyule City Council,-37.73136,145.09562,EASTERN METROPOLITAN
Viewbank,House,905000,Sold Prior,Miles,1/07/2017,3,2,2,331,2001,Banyule City Council,-37.73298,145.08894,EASTERN METROPOLITAN
Viewbank,House,1009000,Sold,Jellis,16/09/2017,3,2,2,663,1980,Banyule City Council,-37.7417,145.0958,EASTERN METROPOLITAN
Viewbank,House,1240000,Sold Prior,Miles,14/10/2017,4,2,1,696,1960,Banyule City Council,-37.73966,145.08748,EASTERN METROPOLITAN
Viewbank,House,980000,Sold,Miles,28/10/2017,4,1,1,585,1970,Banyule City Council,-37.74588,145.08953,EASTERN METROPOLITAN
Viewbank,House,1140000,Passed In,Miles,6/01/2018,4,2,2,574,1980,Banyule City Council,-37.73544,145.0921,EASTERN METROPOLITAN
Viewbank,House,1190000,Sold Prior,Miles,17/02/2018,4,2,2,557,1970,Banyule City Council,-37.7401,145.09065,EASTERN METROPOLITAN
Viewbank,House,1050000,Sold,Miles,24/02/2018,5,3,2,576,1977,Banyule City Council,-37.73713,145.08957,EASTERN METROPOLITAN
Viewbank,House,1150000,Passed In,Miles,17/03/2018,4,2,2,585,1980,Banyule City Council,-37.74127,145.08848,EASTERN METROPOLITAN
Wallan,House,366000,Sold,Ray,16/09/2017,3,1,1,502,1978,Mitchell Shire Council,-37.40853,144.97749,NORTHERN VICTORIA
Wallan,House,484000,Sold,Barry Plant,28/10/2017,3,1,4,991,1985,Mitchell Shire Council,-37.41838,144.98993,NORTHERN VICTORIA
Wallan,House,411000,Sold,Ray,4/11/2017,3,1,2,679,1985,Mitchell Shire Council,-37.4072,144.9759,NORTHERN VICTORIA
Wallan,House,430000,Sold Prior,Barry Plant,20/01/2018,3,2,2,683,1990,Mitchell Shire Council,-37.41953,144.98206,NORTHERN VICTORIA
Wantirna,House,1000000,Sold Prior,Barry Plant,24/06/2017,4,2,1,722,1980,Knox City Council,-37.85848,145.23982,EASTERN METROPOLITAN
Wantirna,House,951000,Sold,Ray,26/08/2017,4,2,2,704,1981,Knox City Council,-37.85639,145.23536,EASTERN METROPOLITAN
Wantirna,House,925000,Sold,Ray,9/09/2017,4,3,4,534,1975,Knox City Council,-37.85298,145.23935,EASTERN METROPOLITAN
Wantirna,House,1065800,Sold Prior,Barry Plant,7/10/2017,4,2,2,874,1980,Knox City Council,-37.86416,145.23162,EASTERN METROPOLITAN
Wantirna,House,950000,Sold,Noel,21/10/2017,4,2,2,752,1980,Knox City Council,-37.85466,145.22367,EASTERN METROPOLITAN
Wantirna,House,1085000,Sold,Ray,25/11/2017,4,3,2,843,1975,Knox City Council,-37.8511,145.2321,EASTERN METROPOLITAN
Wantirna,House,812000,Sold,hockingstuart,9/12/2017,3,2,2,560,1982,Knox City Council,-37.86422,145.2272,EASTERN METROPOLITAN
Wantirna,House,975000,Sold,Jellis,6/01/2018,4,2,2,858,1965,Knox City Council,-37.84244,145.22321,EASTERN METROPOLITAN
Wantirna,House,1188888,Sold,Barry Plant,6/01/2018,4,3,3,960,1990,Knox City Council,-37.85143,145.23157,EASTERN METROPOLITAN
Wantirna,House,975000,Sold Prior,Harcourts,20/01/2018,4,2,2,642,1980,Knox City Council,-37.85474,145.24076,EASTERN METROPOLITAN
Wantirna South,House,1180000,Sold,Ray,24/06/2017,6,2,2,453,2001,Knox City Council,-37.87309,145.23078,EASTERN METROPOLITAN
Wantirna South,Unit,570000,Sold,Ray,8/07/2017,3,1,1,190,2000,Knox City Council,-37.87638,145.2313,EASTERN METROPOLITAN
Wantirna South,House,778000,Sold,Prof.,8/07/2017,3,2,2,306,2012,Knox City Council,-37.85605,145.24496,EASTERN METROPOLITAN
Wantirna South,House,1055000,Sold,Ray,8/07/2017,4,2,2,652,1997,Knox City Council,-37.87325,145.23244,EASTERN METROPOLITAN
Wantirna South,House,1045000,Sold,Noel,15/07/2017,4,3,2,728,1990,Knox City Council,-37.88009,145.22736,EASTERN METROPOLITAN
Wantirna South,Unit,622000,Sold,Ray,15/07/2017,3,1,1,137,2012,Knox City Council,-37.87615,145.23192,EASTERN METROPOLITAN
Wantirna South,Townhouse,630000,Sold,Ray,22/07/2017,3,1,2,169,2001,Knox City Council,-37.87345,145.22973,EASTERN METROPOLITAN
Wantirna South,House,1310000,Sold,Harcourts,29/07/2017,5,3,2,818,1985,Knox City Council,-37.87846,145.24212,EASTERN METROPOLITAN
Wantirna South,House,1235000,Sold,Barry Plant,19/08/2017,5,3,2,634,2000,Knox City Council,-37.88634,145.21601,EASTERN METROPOLITAN
Wantirna South,House,1330000,Sold,Barry Plant,26/08/2017,4,2,2,717,1980,Knox City Council,-37.86887,145.22116,EASTERN METROPOLITAN
Wantirna South,House,1440000,Sold,Ray,16/09/2017,4,3,6,717,1985,Knox City Council,-37.87831,145.24575,EASTERN METROPOLITAN
Wantirna South,House,1060000,Sold Prior,Ray,16/09/2017,4,2,3,729,1970,Knox City Council,-37.85728,145.24839,EASTERN METROPOLITAN
Wantirna South,House,1180000,Sold,Ray,23/09/2017,5,2,4,738,1980,Knox City Council,-37.86328,145.21477,EASTERN METROPOLITAN
Wantirna South,House,1036000,Sold,Noel,21/10/2017,4,2,2,772,1980,Knox City Council,-37.88366,145.22212,EASTERN METROPOLITAN
Wantirna South,House,1205000,Sold,Barry Plant,25/11/2017,5,2,2,695,2005,Knox City Council,-37.8827,145.2405,EASTERN METROPOLITAN
Wantirna South,House,1075000,Sold,Ray,6/01/2018,5,2,2,922,1984,Knox City Council,-37.87004,145.22082,EASTERN METROPOLITAN
Wantirna South,House,1371000,Sold,Barry Plant,10/02/2018,5,2,2,911,2000,Knox City Council,-37.86148,145.2445,EASTERN METROPOLITAN
Wantirna South,House,1180501,Sold Prior,Barry Plant,10/03/2018,5,3,2,392,2012,Knox City Council,-37.88011,145.23567,EASTERN METROPOLITAN
Wantirna South,House,980000,Sold,Harcourts,17/03/2018,3,2,2,650,1985,Knox City Council,-37.88812,145.22391,EASTERN METROPOLITAN
Warrandyte,House,1162000,Sold,Barry Plant,4/11/2017,5,3,2,1070,1985,Manningham City Council,-37.7447,145.1988,EASTERN METROPOLITAN
Warrandyte,House,1231000,Sold Prior,Barry Plant,3/03/2018,4,3,2,1567,1990,Manningham City Council,-37.74681,145.19746,EASTERN METROPOLITAN
Warrandyte,House,3250000,Sold,Barry Plant,17/03/2018,5,3,6,4330,1985,Manningham City Council,-37.76192,145.19617,EASTERN METROPOLITAN
Waterways,House,1232000,Sold Prior,Ray,9/09/2017,4,2,2,620,2004,Kingston City Council,-38.01345,145.1342,SOUTH-EASTERN METROPOLITAN
Watsonia,Unit,537000,Sold,Barry Plant,14/05/2016,3,1,2,327,1960,Banyule City Council,-37.7125,145.0768,NORTHERN METROPOLITAN
Watsonia,House,922000,Sold,Barry Plant,22/05/2016,3,1,2,798,1960,Banyule City Council,-37.7112,145.0869,NORTHERN METROPOLITAN
Watsonia,House,701000,Sold,Barry Plant,28/05/2016,4,1,2,762,1970,Banyule City Council,-37.7112,145.0861,NORTHERN METROPOLITAN
Watsonia,House,600000,Sold Prior,Barry Plant,4/06/2016,3,1,1,605,1970,Banyule City Council,-37.7166,145.0837,NORTHERN METROPOLITAN
Watsonia,House,800000,Sold,hockingstuart,18/06/2016,4,2,2,595,2000,Banyule City Council,-37.7023,145.0775,NORTHERN METROPOLITAN
Watsonia,House,645000,Sold,Ray,28/08/2016,3,1,1,355,1966,Banyule City Council,-37.7065,145.0825,NORTHERN METROPOLITAN
Watsonia,House,860500,Sold,Barry Plant,24/09/2016,3,2,0,767,1960,Banyule City Council,-37.7084,145.0788,NORTHERN METROPOLITAN
Watsonia,House,627500,Sold,Barry Plant,24/09/2016,3,1,1,319,2000,Banyule City Council,-37.7165,145.0759,NORTHERN METROPOLITAN
Watsonia,House,671000,Sold,Barry Plant,12/11/2016,3,2,2,280,2002,Banyule City Council,-37.7153,145.0854,NORTHERN METROPOLITAN
Watsonia,House,581000,Sold,Barry Plant,3/12/2016,3,2,2,567,1970,Banyule City Council,-37.7148,145.0851,NORTHERN METROPOLITAN
Watsonia,House,761000,Sold,LJ,22/04/2017,4,1,2,696,1956,Banyule City Council,-37.7054,145.0809,NORTHERN METROPOLITAN
Watsonia,House,932500,Sold,Miles,22/04/2017,4,2,2,585,1950,Banyule City Council,-37.7154,145.0777,NORTHERN METROPOLITAN
Watsonia,House,826000,Sold,Barry Plant,6/05/2017,5,1,2,545,1970,Banyule City Council,-37.705,145.0825,NORTHERN METROPOLITAN
Watsonia,House,835000,Sold,Barry Plant,17/06/2017,3,2,1,447,1997,Banyule City Council,-37.71627,145.08526,NORTHERN METROPOLITAN
Watsonia,Unit,655000,Sold,Darren,15/07/2017,2,1,1,298,1975,Banyule City Council,-37.71098,145.08926,NORTHERN METROPOLITAN
Watsonia,House,830000,Sold,Barry Plant,22/07/2017,3,1,1,598,1975,Banyule City Council,-37.717,145.08891,NORTHERN METROPOLITAN
Watsonia,Unit,686000,Sold,Darren,29/07/2017,2,1,1,169,2007,Banyule City Council,-37.71607,145.07884,NORTHERN METROPOLITAN
